agent_log_sha256,agent_seconds,agent_setup_seconds,agent_steps,apply_patch_calls,assistant_text_turns,cache_token_ratio,cached_input_tokens,config,environment_setup_seconds,feature_passed,feature_total,input_tokens,model_calls,model_calls_with_cache,official_sol_credits,output_tokens,partial,patch_added_lines,patch_bytes,patch_deleted_lines,patch_sha256,peak_context_tokens,pier_litellm_cost_usd,reasoning_output_tokens,regression_passed,regression_total,resolved,result_sha256,reward,reward_sha256,rtk_commands,rtk_db_bytes,rtk_db_present,rtk_db_sha256,rtk_exec_time_ms,rtk_input_tokens,rtk_output_tokens,rtk_saved_tokens,rtk_weighted_savings_ratio,shell_calls,summarization_count,system_steps,task,task_checksum,tool_calls,total_provider_tokens,trajectory_sha256,trajectory_steps,trial_log_sha256,trial_name,uncached_input_tokens,user_turns,verifier_seconds,wall_seconds
e1771e81906c29778a4b9da9009e94f0fe152353ae5fbbb76a58c00ecdfcb0f5,2175.405566,1.742753,152,28,7,0.9857499584859022,20509696,codexzero,128.846241,31,31,20806185,152,152,324.468825,41382,1.0,1361,91540,92,3aeb7cc96ed86acb243a031b535d7486ae9aec7e3eaaf468e1932a05f32c7bdf,209383,12.978753,14944,1267,1267,1,ee74059b4c5b8664833971cef2e0fc463b74c41f64bfe903abbbbf5e8a71a47b,1.0,1d4ba6a0de22669672b22c117fcda25ba0eb8df002a3615def6d4a19cefada1a,,,False,,,,,,,56,0,3,dynamodb-toolbox-conditional-attribute-requirements,48e10e494fe48c320206774aded5cee1b0a873d38ba6e9c7dda61610cffd0512,151,20847567,69a937a3adb55de6603255a8955900c3dc6a3660d062ac4c7f7d524746c335bb,157,59e300d3f275709922d7e88194ad7dcfb77eeb5cecc4c54f8f6b88c310a30586,dynamodb-toolbox-conditional-att__SxyHz6F,296489,2,131.32724,2462.040486
921d2a492be54a69d42e63a435a2f01860067fd98c342e912ff53119b22b9981,1588.577477,1.266622,101,16,9,0.96815341187252,12567552,codex_rtk,132.234943,31,31,12980951,101,100,236.772025,37337,1.0,1120,84666,114,69f6bd864cf9326b2df8d89f4062b3091050f75854e7921c9d89bdc537736990,185600,9.470881,11818,1267,1267,1,158d3883623f42335206b7aed3081226a7b9016faec3376bbb093590e253d7b2,1.0,1d4ba6a0de22669672b22c117fcda25ba0eb8df002a3615def6d4a19cefada1a,35,32768,True,02c5c22d567834e3d7aa87fdc5caa244de0b76abc3f8f36c6724df7d33368ca7,889256,58212,57621,605,0.010393046107331822,0,0,3,dynamodb-toolbox-conditional-attribute-requirements,48e10e494fe48c320206774aded5cee1b0a873d38ba6e9c7dda61610cffd0512,100,13018288,fd5bb57f6e6df6ddf617524bfb83d357d4951618a6058d100dcc9e14f80bc120,106,8412af89971e96b788cc1a346fbc059cd17e39525be2feb3f2b10da287a8e81b,dynamodb-toolbox-conditional-att__q6xTo6k,413399,2,161.283224,1910.071316
2311f6f8adfa43601f350ef6674a9ae4df8c817ab822f4275764a4edcd3ab2db,2028.727372,1.382546,115,17,17,0.9761894182444901,14895360,codex_caveman,113.757263,31,31,15258678,115,115,263.69625,42786,1.0,1407,93279,133,59904131e5da06a178d512466ecc31992988296ccda91dc72deef9fb5002b682,239547,10.54785,13913,1267,1267,1,213fa3bc1145fcacf5917a4fbd6009ce5cb4438bbba443a3b5af50e278fb1005,1.0,1d4ba6a0de22669672b22c117fcda25ba0eb8df002a3615def6d4a19cefada1a,,,False,,,,,,,40,1,3,dynamodb-toolbox-conditional-attribute-requirements,48e10e494fe48c320206774aded5cee1b0a873d38ba6e9c7dda61610cffd0512,114,15301464,f6896c2f2067f5c6e970f8e8442381cb3491355ef329abf60d06315eb805d0c2,120,b1e4fd0d128146fc16b66dfeb421e44aaa47257fb96ab8d01d62f4949801d1c6,dynamodb-toolbox-conditional-att__cpMZHaj,363318,2,136.859597,2303.995873
23740662aca1b4abb8f2fa85b1000aec8c5b49f6235f49b198ab4a0ae8574ca2,4590.82298,1.693474,274,45,21,0.9804635707584286,29336576,codex_caveman_rtk,119.243922,31,31,29921128,274,272,493.83545,72079,1.0,1192,80190,85,4c828fedbf936974ae2e913cd87fe8613f07aa80def046839d546986652d007f,244751,19.753418,24286,1267,1267,1,cb89521cc68baf46e5260d7abef46310125273251866cd13a31b24548f9e0235,1.0,1d4ba6a0de22669672b22c117fcda25ba0eb8df002a3615def6d4a19cefada1a,86,57344,True,6bbb0553c5096f8fb5435d6f11e09aab028fdc14ed8b5344f02822de0025ca60,2679770,135868,118981,16901,0.12439279300497541,63,1,3,dynamodb-toolbox-conditional-attribute-requirements,48e10e494fe48c320206774aded5cee1b0a873d38ba6e9c7dda61610cffd0512,273,29993207,6d43dbc8005d39c848ef810cd4f03fb5e478213fc6bc55392c4c146203ceb3af,279,9a62e9264b0773ffad937d664225b2d7320a89ec571f36bf7198b5d88233a62a,dynamodb-toolbox-conditional-att__zL3ucGR,584552,2,118.398044,4851.475323
96c459687adb0af7ddbcda926e3e00b6350d8bbf9632bd0c4e3d7fd0359b8ce5,971.863256,1.723643,41,3,17,0.9611623843638715,2479872,codex,118.644217,3,3,2580076,41,41,59.76065,21649,1.0,378,12776,6,2f28b69e015be0332f3e0b88c037ddfa36c7282f1f5144ae5ac609cec54c19bd,87615,2.3904259999999997,12758,16,16,1,ef38374d76bb637beda3bf871365771e363b2b71e79f6c2f99d2c651a1747d8d,1.0,3e6c65af8b7556df544f731a0b295eecdd06401ce209bced8bd458426c2a685b,,,False,,,,,,,27,0,3,go-critic-doc-link-checker,73db41d9a5aace53a48d83618a7b98ac411f13b9060a83d8eb013e33536d36f9,40,2601725,bad3b70e26756842fded048752aa4d32cd861b49a3e379754b41ee1e3a9c2670,46,a67a2b38fb27aab4dbc39baeb8dc8255ee7629a78f343f7ea05847781e38b5fd,go-critic-doc-link-checker__d8JZLQN,100204,2,81.580581,1199.56258
81d1c9c277e6c1c28d9e09ed635a9f7da4cfb87c2e23bfe445b408c986d1c3bd,740.135665,2.200535,40,6,7,0.9558637246904492,1729536,codexzero,124.12218,3,3,1809396,40,40,44.2767,16900,1.0,434,13158,0,160420d6ffe0cd531a600b139edad5499338d5df18503c2a25d6aa7a9e187a67,64107,1.771068,8817,16,16,1,32bdd7f74aeb001a22a87d04d81fd585526089055eeb35c2d24230167eb4bd9f,1.0,3e6c65af8b7556df544f731a0b295eecdd06401ce209bced8bd458426c2a685b,,,False,,,,,,,23,0,3,go-critic-doc-link-checker,73db41d9a5aace53a48d83618a7b98ac411f13b9060a83d8eb013e33536d36f9,39,1826296,d6565c4f02f1fa6d3879960e4e9a8697d77febdde90ff8cb40068fe613bce9b4,45,02b60a18bff9e46eebc6d6dcb16821e27dfefe6ad5139d5014bc0a253f5b42d8,go-critic-doc-link-checker__HVHBJkt,79860,2,79.132539,969.911641
3424b98961c0e83bbcfc92d343b2b0dc88e539814c3ac9f7b7697792c404030d,1033.49694,1.854863,67,4,11,0.9747084750031482,4644096,codex_rtk,128.587573,3,3,4764600,67,67,91.86195,24997,1.0,525,17095,6,36f838c1bd663cbbd95e2589394af45ea9ec6348deb05ec819e29b8ba4ea1e75,95892,3.674478,14264,16,16,1,5503e2cb957db28d25bb952d0371221a09f7fb03d36f7d3a5c73406d4351d773,1.0,3e6c65af8b7556df544f731a0b295eecdd06401ce209bced8bd458426c2a685b,49,32768,True,015979433ab1f4308937b0d8d7e363b30169002de8089a00a914b8533973d340,359667,136115,5248,130880,0.9615398743709364,31,0,3,go-critic-doc-link-checker,73db41d9a5aace53a48d83618a7b98ac411f13b9060a83d8eb013e33536d36f9,66,4789597,01030fed5c7f5c7fbd07ba7e507305adb4de77b342c54692c0c7aa205ac94e6d,72,d90de2058ec6dc982089b9aaee5456e271fe36669e5833c0cb5c93612888155f,go-critic-doc-link-checker__EMaKyNa,120504,2,83.65615,1276.705998
867856b6ec43240af6d64716811381714c41af373f60e493716848f6d4f3e093,998.704687,1.380573,51,6,23,0.9666268150987377,2896128,codex_caveman,109.650445,2,3,2996118,51,51,65.3556,22207,0.8947368421052632,394,13418,1,90ab657a9574d9b74b29cd445a6c22da0f2cacc5226ae5b39f9b70ad638ead50,81972,2.614224,12917,15,16,0,3389bc2a5c702ff8a6a8cbef795f1d4eabfeae2969d7c80f2b43e66ee9c5f8c0,0.0,2532f34f6c489f774c06e6311c58696af059fe0a27589f9fa0b753aa1b7b0ee2,,,False,,,,,,,34,0,3,go-critic-doc-link-checker,73db41d9a5aace53a48d83618a7b98ac411f13b9060a83d8eb013e33536d36f9,50,3018325,a11cd7a32ca78844033f24912964df66e000c73716969da915dcee011b3c1945,56,d202097dfcf1759cab56fe2fbdb4b19241cc1f288630a3d8b386b4d26ad3a654,go-critic-doc-link-checker__TTJwnQY,99990,2,82.286319,1218.114611
4cf47743b60f1c302fa39ec94b61f5210c9ee102f9940775ab8d86033a8b1c9f,1025.891608,1.379707,56,7,16,0.9660971081282285,3898368,codex_caveman_rtk,113.251727,3,3,4035172,56,56,83.24285,23217,1.0,415,12928,0,1100221156e0ed8ffb93d474fc48061396c26d0c619958d6bb03afd990689a10,103085,3.329714,13967,16,16,1,db368da0adc7b39568508ef0557aee3a64dcb8990a5b645f901dcbe7e014efa1,1.0,3e6c65af8b7556df544f731a0b295eecdd06401ce209bced8bd458426c2a685b,45,32768,True,7f9e9ab4cf2aae7cc9a0db9fafeca17c7db58a6acac8fe89df05787588a3a351,335858,141862,2718,139153,0.98090397710451,32,0,3,go-critic-doc-link-checker,73db41d9a5aace53a48d83618a7b98ac411f13b9060a83d8eb013e33536d36f9,55,4058389,616fdc62a68866c0a727c427ac3b24f4b8025bf228cef68213658d3fd2816eb8,61,67c1a37cce3702bf41756d24935be7e9c7eb14c6a34747d24c9a68093c9680b2,go-critic-doc-link-checker__vTsar6u,136804,2,87.116002,1254.720853
81ff4e4054ec700fd556b613399b841516414449f8b0c5f44125b54296d4cef1,1168.926778,1.388263,95,9,10,0.9796050511913953,8762624,codex,112.149677,14,14,8945058,95,95,153.4068,28093,1.0,878,35652,39,540ed1ee9f9415b6025ebfa879dd19b7d128051dafc780db3de56b63c1cfccc0,135775,6.136271999999999,11346,9,9,1,76e032705092457fa8e270268e0b2bc7aa799e04d2dcbdb5eb35026868fdf00b,1.0,2dde3f33b5cf035870d9332e53d0b385b4c62bb5bf5c6fad8ec3273409f66d38,,,False,,,,,,,24,0,3,happy-dom-deterministic-intersectionobserver,68a9e582044b58bbfc8ba5dd9a6303798726a3187d72e976533ca26d9a10864e,94,8973151,eb297d82afb62941c1afda1a2701b4b00fe9f964389e9c1edcfa3746aeba2b9a,100,4ce4b1f529e6574d55df17612813575a1ba282ae74128f07acc9c107f6353e88,happy-dom-deterministic-intersec__uW4P7ZS,182434,2,64.330557,1375.966259
c8df1dd1288860563fe12936e931eeab72f6bfbe4c63b48eb43969230a6f8902,958.659329,1.61937,102,4,7,0.9788686937793335,7720448,codexzero,114.713009,11,14,7887113,102,102,133.505725,21556,0.8695652173913043,701,26323,35,ef04ac3f1807726d33a6ae75f52f00039f5222e06d020c13e6bbff5fa5e800b8,109835,5.340229,8451,9,9,0,8a8414bbab05bb49c8904c52ec4e0e29e521e256865c33c61784457bcc984203,0.0,40facd6a02f2b9e26763da228d3015fa5b120e070028756b8097410fc7112414,,,False,,,,,,,19,0,3,happy-dom-deterministic-intersectionobserver,68a9e582044b58bbfc8ba5dd9a6303798726a3187d72e976533ca26d9a10864e,101,7908669,cabfca0290a3e96796b840f41f0d8635a376f2078ec9e42d75bf34e9e6304651,107,f5b746746e36f6b12b3cc975d6655fc1243e8ab76d46df61aa8a8a97062ed5af,happy-dom-deterministic-intersec__qFnW9Tk,166665,2,75.357582,1179.674444
9426c0d3d35e745a71fd5b7995f05665cad46a568486e591e17e7931801bdd7d,1566.411854,1.359118,64,8,14,0.9686185283167795,4881664,codex_rtk,116.309922,14,14,5039821,64,63,100.575425,26380,1.0,694,29702,35,d06971d974f61aa440c31102ffc6ebe8271027bddb35597e5f1a62cda3fbe9d8,118955,4.023017,11727,9,9,1,aed68c12cf1c9e012e6b1717e87f9fef5a05af582bc8fe2366fffe79c7db948f,1.0,2dde3f33b5cf035870d9332e53d0b385b4c62bb5bf5c6fad8ec3273409f66d38,32,36864,True,76fd3d0ee4be130dea1019254e4e11f5bae032e7a352142f25a3d3489f29d2a1,1145527,138716,101389,37340,0.2691830790968598,25,0,3,happy-dom-deterministic-intersectionobserver,68a9e582044b58bbfc8ba5dd9a6303798726a3187d72e976533ca26d9a10864e,63,5066201,d995d58b5261e194f8ce766417c660e1653f9044acd1412cadd04462441641f0,69,6fc260835c3d2404785a567df44ebb81002f78453711cfdf80f336f485e24fa0,happy-dom-deterministic-intersec__utKrFAJ,158157,2,50.095117,1758.595423
eb84fa494f0d92852eb564e841f2ac7915db824a6fb9fe7436a18657457bed6a,967.475667,2.268027,48,4,11,0.9466569977630508,3574272,codex_caveman,116.962652,14,14,3775678,48,46,86.09165,21650,1.0,620,24384,36,10076edddcf108c3de63154c6c1a1f9395ac8f4897515c0f58d2b0a0d5b9f09b,117212,3.4436659999999994,9690,9,9,1,a9c49382b8b6e64f24ee5bdf6fc18e5c48451f8300cf53c98917b69cebf974b2,1.0,2dde3f33b5cf035870d9332e53d0b385b4c62bb5bf5c6fad8ec3273409f66d38,,,False,,,,,,,6,0,3,happy-dom-deterministic-intersectionobserver,68a9e582044b58bbfc8ba5dd9a6303798726a3187d72e976533ca26d9a10864e,47,3797328,aa577e5c5980cf5a7f13fbfae04ce6a0534a6f3a45c11851eaebd0a81ed33d0e,53,07fda657739acf1ef5f14a4513854186a822c1cca7c90127c302c866fd8c85a3,happy-dom-deterministic-intersec__zrvRVt7,201406,2,73.052882,1189.815804
016e9a7d375e26b030d7f446cf45cb7c066839b0e44fbc0d2756161d80ef9b37,1544.917374,1.976648,73,10,23,0.9721589963291017,6657792,codex_caveman_rtk,119.969346,13,14,6848460,73,73,130.95465,31865,0.9565217391304348,690,32533,35,b4a270cfb858502ca0b40337d745d64d1dbc401124691fa1d26746b7ce13aad6,149386,5.238186000000001,12961,9,9,0,f22d0b5bb99f3f98aa34b681230575b11f3cc6494da98f82a00473e54252b819,0.0,a6e324c56ad1caea7fd48e5a19cfd345f9314dad89066103c488983b3d328d2b,37,36864,True,2647489a362e8c6735d5f88f9671223bace8ab4fa2144a4a5c4f8adcb4694798,851150,117057,74127,42943,0.3668554635775733,34,0,3,happy-dom-deterministic-intersectionobserver,68a9e582044b58bbfc8ba5dd9a6303798726a3187d72e976533ca26d9a10864e,72,6880325,61ec2f9c812e81bf696b63d31fb06bfe1b49aef7590d8c894dd26f09bb918fdb,78,1e2882355e9d8a386d5a6d2049d6e051a699f22c0ced9f4802978e2d94cfdb5d,happy-dom-deterministic-intersec__aziafU9,190668,2,53.047689,1746.914829
de78544c1cec15eb8eee40edd34f11b8283829a5178a3aa87d56cb18e0566445,1635.242546,1.614042,81,23,9,0.9754329884550443,8805376,codex,207.520036,39,43,9027146,81,80,176.44945,51548,0.9813953488372092,1630,116621,364,1f1d579830cef7fb7539d09fe7f2f2ae64911b9b7c3ba737dab09ab6fa221f3c,177881,7.057978,27185,172,172,0,40f9cb32a882da812ee2004c3157f4c523e5c473a6d2dfe8c76ae4a48282bcfd,0.0,9a95734f69f6f87869670c9648d71413c8f9662f20bdd8a0108f44d5aa9044ac,,,False,,,,,,,50,0,3,koota-query-predicates,4e4d82c6169243e8ac4315c5299536a8668210baec1b6a1835914f83151e092f,80,9078694,ac7f5d604fbaa36a60e9a02c1b9791257065930422268fe46602bbf6bb9c462f,86,900bdd18f72a15d1aab1d2d09b5aa0e1a5b2748aaf384ba68fdac61f5f83f937,koota-query-predicates__ihg9N7D,221770,2,53.776896,1925.666546
c83d3c9368b10534bd72098584bd7dedb9b689dc310ea2eacd118f6d7fa5a5a8,1051.865375,1.57978,71,28,6,0.9736948005162236,6569216,codexzero,196.297804,41,43,6746689,71,71,130.582325,35044,0.9906976744186047,979,75352,251,fe8c296c3d57cd02724338373874d138e3a58a23a9d2ff8a8c0a4f6a390b8b32,142356,5.223293,14093,172,172,0,73161837ec4676c660d6157afe624f6bd50e80d8eaec612784600439c516bdb1,0.0,27e96b43d37dbdd5ff7c56cf1d43770166ed43ab14d2dfc2607bf8df307a9c7f,,,False,,,,,,,23,0,3,koota-query-predicates,4e4d82c6169243e8ac4315c5299536a8668210baec1b6a1835914f83151e092f,70,6781733,668665df27bb7be153a6a037c765b7e1163ecfbb49ec70cdbbd030d7e40c0b88,76,1e523cb68e92f7bf3fd4f5a4559d30f927a85d98e2b9942d72358114258f6073,koota-query-predicates__5FC9vY3,177473,2,62.822584,1340.87259
db6fb2e317aa579b81505a7e94c27bfa3eb50b18e4d41e61c44704b74a6882d2,1005.972123,1.606403,55,17,8,0.957594214592796,5297664,codex_rtk,197.878967,41,43,5532264,55,54,122.3763,35774,0.9906976744186047,1015,82004,329,507ab72493cf80ed5663dba18ebaf3f9203df252beef1900c819fc04cb720f61,149834,4.895052,16791,172,172,0,60b429b5ce4b1072f934cf92a27a58917b0eb9c3329783e90bc44d46cf07e4a6,0.0,27e96b43d37dbdd5ff7c56cf1d43770166ed43ab14d2dfc2607bf8df307a9c7f,39,36864,True,d9894089dc0ba743d422eda809602f8bb5a12eb200d55de7806b7d406c9a489a,102087,14057,9549,4522,0.321690261079889,30,0,3,koota-query-predicates,4e4d82c6169243e8ac4315c5299536a8668210baec1b6a1835914f83151e092f,54,5568038,804ca279192065206bc3e5b814015957891c5c83b1ffa5ebcd18b14edea600fb,60,72509bd216e3efae2c9c1913019f91b68ed11615148987ce1cc432db735bd18b,koota-query-predicates__4cM6dqC,234600,2,69.119079,1299.842555
af660bcd9f87dc06c61eb1c28b35c834dd4b1f3bfda1dd19df0115621a9e5bbc,1132.299486,1.756878,69,23,12,0.9732334796371435,7412480,codex_caveman,201.920871,41,43,7616343,69,69,145.378875,36320,0.9906976744186047,1038,84304,228,b80afeb48e8ab49dc6ff40fdda78ea9d1a9a219503e2c0d221b31dd5a4fb24a2,166683,5.815155,17038,172,172,0,87cafd41a41fd4c203c3768ec3e409bd8a0cba50cf556521715b1768f24a57d7,0.0,27e96b43d37dbdd5ff7c56cf1d43770166ed43ab14d2dfc2607bf8df307a9c7f,,,False,,,,,,,20,0,3,koota-query-predicates,4e4d82c6169243e8ac4315c5299536a8668210baec1b6a1835914f83151e092f,68,7652663,12c6d7163067005dbf3662682e8c36374e7811386edef048c99e3b68d61fe864,74,0d208412ef1d9abde9ccef9b832e61b30121208226d78d830c718569a590ebdc,koota-query-predicates__ozx4zAo,203863,2,57.896475,1420.12733
9f117420670f905534be1ae0becc2d5a2c4c67291d92643f635bdce97178a980,1387.271901,1.494178,79,0,27,0.9773124801566676,10398208,codex_caveman_rtk,206.133363,43,43,10639594,79,79,193.1606,44013,1.0,927,65618,134,0568016a16013d2fb4d101003010af3390e78810c4c0d0cee5984b608425650b,205523,7.726424,22403,172,172,1,1b365e0556dac62f2d1aed53b10d854d93d54224aaac6627ee87e8b190656542,1.0,d731e5cbda515ca04619b2d8b35684dc5a328397c2b07add73274e3d0054618a,54,36864,True,7ce3236d9b027b452a3ada2aafe1f34f1dfdadaac68dbb8c31afc7739470b92a,358585,16896,16161,748,0.044270833333333336,0,0,3,koota-query-predicates,4e4d82c6169243e8ac4315c5299536a8668210baec1b6a1835914f83151e092f,77,10683607,9c80a24567926b308f831898483ddde07ead3dbdad969a50a7e319796afb0f35,84,b9381233241719fc2286f41e0fdfc9fc96ac49b91bb273a2045d19c63d83d9a8,koota-query-predicates__DQfSSDx,241386,2,56.027055,1676.698106
5473ce45b100bdad4d08af095d4b3dad7ea6de4c680d014a1eee2258dc726e0f,525.08726,1.662989,38,6,9,0.9590839381334346,2747904,codex,109.812781,65,65,2865134,38,38,65.1313,21505,1.0,646,34925,70,579cfb00ac6387dcf7de89f1afd92a02b6a5bc1baec4e0c4dc13a56a1b20fe70,111260,2.605252,8577,469,469,1,af5d60d048cd2193a88f6ad9ee0a240aa00fe5d594a8b9242e73602cbb0962e3,1.0,cf9ae6020f483a6648d792d512e0c5ae48cd675d83b21e7d593b6df45367d672,,,False,,,,,,,8,0,3,testem-per-launcher-reports,11eaa4d8d9fa1e4e15855582c144b6b968b5c6a9ba98bd90db3f123c1eb4d00e,37,2886639,6b83e0a8e27ae465b2804474e7470d75da197a20e12d20a27deba07f9c0912fd,43,be8aff259f9c1731bf1c5a8196109cda519bef1bb4293c4969b614e5800ffa5e,testem-per-launcher-reports__xEeL4i5,117230,2,41.314741,700.501057
539c14bdb4c7715525e957c3dd0ce4aa00d5ae5b5292b8d7dd6105e8615a4093,698.753311,1.798581,55,14,7,0.9638694712419736,3504640,codexzero,112.635624,65,65,3636011,55,54,77.744875,23354,1.0,564,30478,68,15f2d5c2e8ec7e20ab5bae79a5fdd04c031c82de13307117ae988c081437eaac,98719,3.109795,6693,469,469,1,37b4269d59e0ba9793ea69ac13bf55cc14856c3ae2aec3b0cd213e387767aeac,1.0,cf9ae6020f483a6648d792d512e0c5ae48cd675d83b21e7d593b6df45367d672,,,False,,,,,,,30,0,3,testem-per-launcher-reports,11eaa4d8d9fa1e4e15855582c144b6b968b5c6a9ba98bd90db3f123c1eb4d00e,54,3659365,aea95dc33bb1711f61611128bea129e67aa16efe9ba847576669bcfcc600dd75,60,6eab78a9eae5b54dddb75814743fcd0c9929dac3122caa3cb271a9a210cbb44e,testem-per-launcher-reports__oVTrP7i,131371,2,41.724475,876.431286
9edabe23630696694bf36057c56cc0745fba6cf797359f65467b461a67f8bc39,560.293362,1.788788,48,8,9,0.9639110815198237,3208192,codex_rtk,114.262931,65,65,3328307,48,48,69.550525,19245,1.0,547,31788,52,d1d53acb715b3c22e72c56e6a84b00df92cdb4cca33d8048eb62ab1687bd400c,103728,2.7820210000000003,8631,469,469,1,a3a87a7e76aba98538369b33b545d60035e22db4008f24acdfb6bc3361b70811,1.0,cf9ae6020f483a6648d792d512e0c5ae48cd675d83b21e7d593b6df45367d672,35,32768,True,edbb2125134ce1a41f013f10689125df4c673fa2ef2cebc08d56357993091680,136424,29942,29579,377,0.012591009284616926,21,0,3,testem-per-launcher-reports,11eaa4d8d9fa1e4e15855582c144b6b968b5c6a9ba98bd90db3f123c1eb4d00e,47,3347552,2a6c3f1460c906996ce6d2520b1383f87e4d8537d7ac87c3d1cb44566c197d23,53,cf7c0b7ec995349cadcbd15bd74fd88a24df61990c294865f24766fe850ef411,testem-per-launcher-reports__QqUWMsG,120115,2,41.461766,740.203159
488e8cd67ff415780ec53ae9e4774d52b76060d4c07022afb7a319f60c1ef947,758.19945,1.751512,60,12,11,0.9681060167388863,4254976,codex_caveman,116.59429,65,65,4395155,60,59,91.643575,27912,1.0,616,32637,70,82989ed5203029e6cfb055259a9ac49e1ca8b6d1990d6748c698bc43073bdad3,104300,3.665743,11486,469,469,1,fdc6f5c2ee8ff04091ef04357560f0f313d1599924ba6156a5bac7989c494ed5,1.0,cf9ae6020f483a6648d792d512e0c5ae48cd675d83b21e7d593b6df45367d672,,,False,,,,,,,0,0,3,testem-per-launcher-reports,11eaa4d8d9fa1e4e15855582c144b6b968b5c6a9ba98bd90db3f123c1eb4d00e,59,4423067,e87fdd99b8e1b28904eed52e25ac89d6b4893d0a5348eb5b2dd9ab8362b1a9dd,65,1332360779747f3a2e6ea977330b4f607149b269ee5f92fff0fd694283012fe2,testem-per-launcher-reports__edBC5fu,140179,2,39.040165,939.408542
98f4525b176621341ff5a35a96c969212b42eabee0591592da922d2bbd07893b,706.352518,1.635696,62,11,9,0.9700333799239621,4353536,codex_caveman_rtk,107.805486,65,65,4488027,62,62,87.089325,21145,1.0,534,29550,65,57a7f6d1104a734cddc34efcabb786edae23664556bae18a691fba42dc9d738b,109864,3.4835730000000003,8138,469,469,1,a1a5aac10fa8c0c91c5498dbb354b2986685a805e44ead4697409eafc1e59843,1.0,cf9ae6020f483a6648d792d512e0c5ae48cd675d83b21e7d593b6df45367d672,36,32768,True,e097ab1653c83f9b3cfd2a7aa6c437537f8e73c814d7e3143e9366168e3cf545,231870,24646,23953,706,0.028645622007628012,0,0,3,testem-per-launcher-reports,11eaa4d8d9fa1e4e15855582c144b6b968b5c6a9ba98bd90db3f123c1eb4d00e,61,4509172,3625985114eca659b8f3a464464794070ca841719b390d0ed4d57431bf48d017,67,7bea2fa619e00e958daf38de511dfd66a65555e302625f8918cc8dfcf9c0431b,testem-per-launcher-reports__KxDYjVX,134491,2,40.140444,877.492692
